"initial_list_status","purpose","int_rate","installment","annual_inc","dti","verification_status","grade","revol_bal","inq_last_12m","delinq_2yrs","home_ownership","not_paid","log_inc","verified","grdCtoA"
"w","debt_consolidation",13.59,806.97,45000,22.13,"Source Verified","C",7288,1,1,"MORTGAGE",1,10.7144177687525,1,0
"w","debt_consolidation",12.62,251.34,90000,28.81,"Not Verified","C",20445,0,0,"MORTGAGE",0,11.4075649493124,0,0
"w","debt_consolidation",7.35,273.13,70000,24.41,"Not Verified","A",11567,1,0,"RENT",0,11.1562505210315,0,1
"w","debt_consolidation",9.93,128.94,42000,1.03,"Not Verified","B",1752,2,1,"RENT",1,10.6454248972655,0,1
"w","debt_consolidation",19.03,550.07,29000,23.68,"Source Verified","D",11137,2,0,"RENT",1,10.2750511089686,1,0
"w","debt_consolidation",7.07,309.1,105000,2.91,"Not Verified","A",11660,0,0,"RENT",1,11.5617156291397,0,1
"w","debt_consolidation",13.59,339.79,95000,10.46,"Not Verified","C",5940,0,3,"RENT",1,11.4616321705827,0,0
"w","credit_card",10.42,155.84,48000,16.6,"Not Verified","B",35682,0,0,"MORTGAGE",1,10.77895628989,0,1
"w","debt_consolidation",10.91,490.45,50000,14.26,"Not Verified","B",4967,0,0,"RENT",1,10.8197782844103,0,1
"w","debt_consolidation",10.91,343.31,100000,9.02,"Not Verified","B",19569,0,0,"RENT",0,11.5129254649702,0,1
"w","credit_card",10.91,523.14,255000,3.43,"Not Verified","B",15422,2,0,"RENT",0,12.4490188241406,0,1
"w","credit_card",12.62,1072.36,67000,2.78,"Not Verified","C",9301,2,0,"RENT",1,11.1124478983731,0,0
"w","debt_consolidation",16.02,703.34,53000,11.5,"Verified","C",4867,0,0,"MORTGAGE",1,10.8780471925343,1,0
"w","debt_consolidation",18.06,253.28,30000,25.24,"Verified","D",7870,1,0,"RENT",1,10.3089526606443,1,0
"w","debt_consolidation",21.45,591.2,65000,18.54,"Not Verified","D",16536,3,0,"MORTGAGE",0,11.0821425488778,0,0
"w","credit_card",7.97,187.94,75000,15.04,"Not Verified","A",15615,0,0,"MORTGAGE",1,11.2252433925184,0,1
"w","debt_consolidation",6.72,550.75,65000,28.38,"Verified","A",58078,2,1,"MORTGAGE",1,11.0821425488778,1,1
"w","debt_consolidation",13.59,594.63,55000,32.29,"Verified","C",27718,1,0,"MORTGAGE",0,10.9150884642146,1,0
"w","debt_consolidation",15.05,693.8,110000,28.88,"Verified","C",16723,3,0,"RENT",1,11.6082356447746,1,0
"f","credit_card",17.09,572.73,73000,5.01,"Source Verified","D",16242,2,0,"RENT",1,11.1982147201305,1,0
"w","home_improvement",11.99,1062.71,60000,32.94,"Verified","B",19411,3,0,"MORTGAGE",0,11.0020998412042,1,1
"w","debt_consolidation",9.44,480.08,150000,5.62,"Source Verified","B",5239,2,0,"MORTGAGE",0,11.9183905730784,1,1
"f","debt_consolidation",18.06,220.72,35000,19.17,"Source Verified","D",924,7,0,"MORTGAGE",1,10.4631033404715,1,0
"w","debt_consolidation",16.02,1230.85,97000,13.87,"Verified","C",17447,8,4,"MORTGAGE",0,11.4824662574855,1,0
"w","debt_consolidation",11.99,498.15,52000,17.1,"Not Verified","B",7605,8,0,"MORTGAGE",0,10.8589989975636,0,1
"w","debt_consolidation",20,741.83,130000,26.38,"Verified","D",23861,3,0,"MORTGAGE",0,11.7752897294377,1,0
"w","credit_card",11.99,533.75,89000,5.83,"Source Verified","B",10669,10,0,"MORTGAGE",1,11.3963916487143,1,1
"w","home_improvement",16.02,703.34,32000,66.49,"Source Verified","C",5231,1,1,"MORTGAGE",0,10.3734911817819,1,0
"f","debt_consolidation",10.91,392.36,80000,9.48,"Verified","B",2196,0,0,"RENT",1,11.289781913656,1,1
"w","debt_consolidation",11.99,332.1,110000,14.84,"Not Verified","B",46387,2,0,"MORTGAGE",1,11.6082356447746,0,1
"w","debt_consolidation",17.09,373.52,75000,17.42,"Verified","D",17283,2,0,"MORTGAGE",0,11.2252433925184,1,0
"w","major_purchase",20,92.91,72000,10.05,"Source Verified","D",3859,2,0,"RENT",0,11.1844213979982,1,0
"w","home_improvement",13.59,332.01,300000,13.25,"Source Verified","C",19491,7,0,"MORTGAGE",0,12.6115377536383,1,0
"f","debt_consolidation",29.69,914.25,120000,10.14,"Verified","F",11689,7,0,"RENT",1,11.6952470217642,1,0
"w","home_improvement",10.42,324.65,80000,24.89,"Source Verified","B",7907,0,1,"RENT",1,11.289781913656,1,1
"w","debt_consolidation",23.88,803.56,52000,20.96,"Verified","E",7310,0,1,"RENT",1,10.8589989975636,1,0
"w","debt_consolidation",7.97,305.4,40000,10.41,"Verified","A",6936,3,0,"RENT",1,10.5966347330961,1,1
"f","home_improvement",9.44,176.03,78300,11.05,"Source Verified","B",12217,1,0,"MORTGAGE",0,11.2683028819789,1,1
"f","debt_consolidation",7.21,309.74,75000,21.47,"Not Verified","A",14752,1,0,"MORTGAGE",0,11.2252433925184,0,1
"w","debt_consolidation",22.91,505.8,99840,24.86,"Verified","E",19105,2,0,"RENT",0,11.5113241836033,1,0
"f","debt_consolidation",17.09,535.47,60000,4.66,"Source Verified","D",8423,1,0,"RENT",1,11.0020998412042,1,0
"w","credit_card",11.99,249.09,99000,26.68,"Source Verified","B",15471,1,0,"MORTGAGE",0,11.5028751291167,1,1
"w","debt_consolidation",12.62,120.65,62000,30.66,"Source Verified","C",2194,2,0,"RENT",1,11.0348896640272,1,0
"f","debt_consolidation",7.97,413.46,36000,13.9,"Verified","A",3245,2,0,"MORTGAGE",1,10.4912742174382,1,1
"w","home_improvement",9.44,314.59,42000,17.97,"Not Verified","B",8247,0,0,"OWN",0,10.6454248972655,0,1
"w","debt_consolidation",6.08,1218.33,105000,1.9,"Not Verified","A",7025,2,0,"MORTGAGE",1,11.5617156291397,0,1
"w","debt_consolidation",15.05,520.35,55000,14.38,"Source Verified","C",9892,0,2,"MORTGAGE",0,10.9150884642146,1,0
"w","debt_consolidation",11.99,159.41,10776,23.83,"Verified","B",6377,0,0,"MORTGAGE",0,9.2850767180902,1,1
"f","debt_consolidation",25.82,1004.87,150000,13.86,"Verified","E",29830,4,0,"MORTGAGE",1,11.9183905730784,1,0
"w","debt_consolidation",9.44,251.68,68000,12.28,"Source Verified","B",21180,0,0,"RENT",0,11.1272629841582,1,1
"w","debt_consolidation",9.44,246.44,65000,9.82,"Not Verified","B",8301,4,3,"MORTGAGE",0,11.0821425488778,0,1
"w","debt_consolidation",5.32,903.45,165000,2.09,"Source Verified","A",10102,0,0,"MORTGAGE",1,12.0137007528827,1,1
"w","credit_card",11.99,630.99,78000,24.14,"Source Verified","B",17093,2,0,"RENT",1,11.2644641056717,1,1
"w","debt_consolidation",17.09,498.02,100292,9.17,"Source Verified","D",18081,0,0,"MORTGAGE",1,11.5158412100511,1,0
"w","debt_consolidation",20,397.41,125000,16.78,"Verified","D",48385,2,0,"MORTGAGE",0,11.7360690162844,1,0
"w","debt_consolidation",17.09,428.38,155000,16.85,"Source Verified","D",32194,5,0,"RENT",0,11.9511803959014,1,0
"w","debt_consolidation",20,668.95,20000,44.96,"Not Verified","D",4761,0,0,"RENT",1,9.90348755253613,0,0
"w","credit_card",25.82,389.34,31500,38.36,"Verified","E",10489,4,0,"OWN",0,10.3577428248137,1,0
"w","debt_consolidation",21.45,955.75,60000,21.46,"Verified","D",6983,2,0,"RENT",1,11.0020998412042,1,0
"w","debt_consolidation",18.06,180.92,64000,20.95,"Not Verified","D",162,1,3,"MORTGAGE",1,11.0666383623418,0,0
"w","small_business",7.97,140.96,75000,17.46,"Not Verified","A",23500,1,0,"RENT",1,11.2252433925184,0,1
"f","debt_consolidation",6.72,153.75,40000,21.9,"Not Verified","A",3500,0,0,"MORTGAGE",0,10.5966347330961,0,1
"w","debt_consolidation",17.09,871.54,160000,12.22,"Source Verified","D",21828,0,0,"RENT",1,11.982929094216,1,0
"w","credit_card",7.35,186.23,65000,14.55,"Not Verified","A",7012,2,0,"OWN",0,11.0821425488778,0,1
"w","debt_consolidation",13.59,217.47,37000,15.08,"Not Verified","C",3338,3,0,"RENT",0,10.5186731916264,0,0
"w","small_business",9.44,160.03,110000,28.1,"Verified","B",44255,0,0,"RENT",0,11.6082356447746,1,1
"w","debt_consolidation",6.72,430.49,82000,24.13,"Verified","A",19948,10,0,"MORTGAGE",0,11.3144745262464,1,1
"f","debt_consolidation",22.91,126.63,29000,18.17,"Not Verified","E",6705,2,7,"MORTGAGE",1,10.2750511089686,0,0
"w","debt_consolidation",17.09,399.82,90000,12.57,"Verified","D",8197,2,2,"MORTGAGE",1,11.4075649493124,1,0
"w","debt_consolidation",15.05,714.49,1200000,3.9,"Verified","C",8463,1,0,"RENT",0,13.9978321147582,1,0
"f","debt_consolidation",12.62,335.12,100000,17.4,"Not Verified","C",8616,0,0,"OWN",0,11.5129254649702,0,0
"w","debt_consolidation",26.3,361.42,60000,9.41,"Source Verified","E",9108,3,0,"RENT",1,11.0020998412042,1,0
"w","debt_consolidation",6.08,365.5,95000,30.04,"Not Verified","A",13562,2,0,"MORTGAGE",0,11.4616321705827,0,1
"w","debt_consolidation",15.05,238.17,100000,5.04,"Source Verified","C",2934,0,1,"MORTGAGE",0,11.5129254649702,1,0
"f","debt_consolidation",14.08,1026.5,215000,10.53,"Source Verified","C",25489,4,0,"RENT",1,12.2783933071098,1,0
"w","debt_consolidation",23.88,502.23,55000,23.48,"Source Verified","E",34884,0,0,"OWN",0,10.9150884642146,1,0
"w","debt_consolidation",14.08,372.96,93000,24.97,"Verified","C",12566,6,0,"MORTGAGE",0,11.4403547721354,1,0
"w","debt_consolidation",17.09,395.31,60000,10,"Source Verified","D",501,4,0,"RENT",1,11.0020998412042,1,0
"f","debt_consolidation",17.09,160.64,60000,10.26,"Source Verified","D",16483,0,0,"RENT",1,11.0020998412042,1,0
"w","debt_consolidation",12.62,631.66,120000,26.38,"Not Verified","C",97631,2,0,"OWN",0,11.6952470217642,0,0
"w","credit_card",9.44,307.25,45000,19.24,"Source Verified","B",10122,0,0,"RENT",1,10.7144177687525,1,1
"w","debt_consolidation",19.03,648.93,63000,16.31,"Source Verified","D",17849,3,1,"MORTGAGE",1,11.0508900053737,1,0
"f","debt_consolidation",13.59,305.81,87500,15.33,"Not Verified","C",14489,2,0,"RENT",1,11.3793940723457,0,0
"f","home_improvement",30.89,1502.92,90420,23.1,"Verified","G",39024,8,0,"MORTGAGE",1,11.4122207608486,1,0
"f","debt_consolidation",15.05,693.8,100000,20.2,"Source Verified","C",11983,0,1,"MORTGAGE",1,11.5129254649702,1,0
"f","credit_card",14.08,1197.58,250000,17.94,"Not Verified","C",41152,0,0,"RENT",0,12.4292161968444,0,0
"w","credit_card",25.82,960.66,73200,6.83,"Verified","E",17013,2,0,"MORTGAGE",1,11.2009506999494,1,0
"w","credit_card",17.09,796.84,90000,29.84,"Verified","D",36480,3,1,"MORTGAGE",1,11.4075649493124,1,0
"w","credit_card",7.21,185.84,60000,6.18,"Not Verified","A",1414,0,0,"RENT",0,11.0020998412042,0,1
"w","credit_card",17.09,498.02,150000,15.28,"Not Verified","D",15438,1,3,"RENT",1,11.9183905730784,0,0
"w","debt_consolidation",16.02,140.67,60000,11.74,"Verified","C",3758,2,0,"MORTGAGE",0,11.0020998412042,1,0
"w","credit_card",12.62,563.98,64000,26.59,"Source Verified","C",30292,1,1,"RENT",1,11.0666383623418,1,0
"w","debt_consolidation",13.59,806.97,115000,11.77,"Source Verified","C",3959,3,0,"RENT",0,11.6526874073454,1,0
"w","home_improvement",11.99,199.26,55000,8.01,"Source Verified","B",1134,4,0,"MORTGAGE",0,10.9150884642146,1,1
"w","home_improvement",21.45,273.08,74880,14.54,"Source Verified","D",24913,1,0,"MORTGAGE",1,11.2236421111515,1,0
"w","debt_consolidation",21.45,576.18,58000,2.65,"Source Verified","D",2147,1,1,"OWN",1,10.9681982895286,1,0
"w","home_improvement",10.42,429.09,65000,5.3,"Source Verified","B",60587,4,0,"RENT",0,11.0821425488778,1,1
"w","debt_consolidation",18.06,1157.85,198000,2.29,"Verified","D",20647,3,0,"RENT",1,12.1960223096767,1,0
"w","debt_consolidation",7.97,250.59,85000,33.32,"Verified","A",30880,8,0,"MORTGAGE",0,11.3504065354725,1,1
"w","debt_consolidation",16.02,295.41,73560,11.63,"Not Verified","C",6840,0,0,"RENT",0,11.2058566787183,0,0
"w","debt_consolidation",10.91,222.34,49500,16.07,"Not Verified","B",6636,0,0,"RENT",1,10.8097279485568,0,1
"f","debt_consolidation",17.09,137.44,32000,29.41,"Not Verified","D",1689,2,0,"RENT",0,10.3734911817819,0,0
"w","credit_card",14.08,188.2,41919,48.91,"Verified","C",3910,3,0,"RENT",0,10.6434944637486,1,0
"w","debt_consolidation",18.06,70.56,28000,8.7,"Not Verified","D",0,0,0,"OWN",1,10.2399597891573,0,0
"w","debt_consolidation",12.62,301.61,55000,21.58,"Source Verified","C",7480,3,0,"OWN",0,10.9150884642146,1,0
"w","home_improvement",14.08,855.42,74000,26.18,"Verified","C",5501,16,0,"MORTGAGE",1,11.2118203721863,1,0
"f","home_improvement",10.91,326.97,38000,6.66,"Source Verified","B",12100,0,0,"OWN",1,10.5453414387085,1,1
"w","debt_consolidation",9.44,447.27,47000,9.65,"Not Verified","B",14674,0,0,"RENT",0,10.7579028806922,0,1
"w","debt_consolidation",16.02,588.17,62000,23.09,"Not Verified","C",6318,0,0,"OWN",1,11.0348896640272,0,0
"w","debt_consolidation",15.05,314.82,50000,25.8,"Source Verified","C",12060,1,2,"MORTGAGE",1,10.8197782844103,1,0
"w","major_purchase",26.3,903.55,61000,3.66,"Verified","E",1788,1,0,"RENT",1,11.0186291431554,1,0
"w","debt_consolidation",13.59,271.84,70000,16.05,"Not Verified","C",11817,3,0,"RENT",0,11.1562505210315,0,0
"w","debt_consolidation",5.32,451.73,65000,39.76,"Verified","A",11820,2,0,"MORTGAGE",0,11.0821425488778,1,1
"w","debt_consolidation",17.09,214.19,36000,8.43,"Not Verified","D",6203,4,0,"OWN",0,10.4912742174382,0,0
"w","debt_consolidation",14.08,109.5,42500,19.12,"Verified","C",16916,0,0,"MORTGAGE",0,10.6572593549125,1,0
"w","home_improvement",14.08,328.48,55000,25.89,"Not Verified","C",22052,0,0,"RENT",0,10.9150884642146,0,0
"w","debt_consolidation",17.09,142.8,61000,4.88,"Not Verified","D",5230,1,0,"RENT",1,11.0186291431554,0,0
"w","debt_consolidation",10.42,195.61,105000,11.02,"Source Verified","B",3497,1,0,"MORTGAGE",0,11.5617156291397,1,1
"w","debt_consolidation",7.97,626.46,75000,23.18,"Not Verified","A",5127,3,0,"RENT",1,11.2252433925184,0,1
"w","credit_card",13.59,461.13,98000,14.44,"Verified","C",25100,3,0,"MORTGAGE",1,11.4927227576527,1,0
"w","home_improvement",9.93,128.94,70000,23.66,"Verified","B",8746,3,0,"MORTGAGE",0,11.1562505210315,1,1
"w","debt_consolidation",26.3,391.54,48000,34.85,"Verified","E",22126,4,0,"MORTGAGE",1,10.77895628989,1,0
"w","home_improvement",11.99,332.1,68000,25.06,"Verified","B",34256,6,0,"MORTGAGE",0,11.1272629841582,1,1
"w","debt_consolidation",20,651.75,60000,7.54,"Verified","D",12104,0,0,"MORTGAGE",1,11.0020998412042,1,0
"w","home_improvement",9.93,290.11,120000,2.26,"Not Verified","B",6950,1,0,"MORTGAGE",0,11.6952470217642,0,1
"w","credit_card",17.09,428.38,120000,17.56,"Source Verified","D",33911,1,0,"OWN",1,11.6952470217642,1,0
"w","home_improvement",9.93,41.91,57000,25.75,"Source Verified","B",578,3,0,"MORTGAGE",0,10.9508065468167,1,1
"w","debt_consolidation",19.03,660.09,300000,7.16,"Not Verified","D",49469,0,0,"RENT",0,12.6115377536383,0,0
"f","debt_consolidation",18.06,289.47,55000,13.72,"Verified","D",311,0,3,"RENT",1,10.9150884642146,1,0
"w","debt_consolidation",6.08,258.9,68000,3.31,"Not Verified","A",6244,2,0,"MORTGAGE",1,11.1272629841582,0,1
"f","debt_consolidation",9.44,332.86,54000,12,"Source Verified","B",3442,0,0,"OWN",0,10.8967393255464,1,1
"w","debt_consolidation",7.97,751.75,60000,12.94,"Not Verified","A",14654,2,0,"RENT",1,11.0020998412042,0,1
"w","debt_consolidation",20,635.86,45000,26.51,"Not Verified","D",8938,10,0,"RENT",1,10.7144177687525,0,0
"w","debt_consolidation",12.62,502.67,30000,60.08,"Verified","C",8230,2,0,"RENT",1,10.3089526606443,1,0
"f","major_purchase",16.02,175.84,138000,2.16,"Source Verified","C",10,3,0,"RENT",1,11.8350089641393,1,0
"w","debt_consolidation",30.65,655.08,64000,30.85,"Not Verified","F",12503,3,1,"RENT",1,11.0666383623418,0,0
"w","debt_consolidation",9.44,716.91,90000,19.76,"Source Verified","B",8300,2,0,"MORTGAGE",0,11.4075649493124,1,1
"f","debt_consolidation",6.72,199.88,83000,18.03,"Verified","A",144950,5,0,"MORTGAGE",0,11.3265958867787,1,1
"w","home_improvement",7.97,46.99,110000,11.69,"Not Verified","A",489,2,1,"OWN",0,11.6082356447746,0,1
"w","debt_consolidation",21.45,327.69,50000,17.47,"Not Verified","D",4350,1,0,"RENT",0,10.8197782844103,0,0
"w","home_improvement",15.05,166.52,78000,25.12,"Source Verified","C",12670,9,0,"MORTGAGE",0,11.2644641056717,1,0
"w","debt_consolidation",9.44,251.68,120000,13.48,"Not Verified","B",12240,0,0,"MORTGAGE",0,11.6952470217642,0,1
"f","credit_card",16.02,527.51,217000,22.29,"Verified","C",44548,3,0,"RENT",0,12.2876526325226,1,0
"w","home_improvement",7.35,620.75,52000,17.26,"Not Verified","A",8246,2,0,"MORTGAGE",0,10.8589989975636,0,1
"f","debt_consolidation",14.08,273.74,48300,18.42,"Not Verified","C",13995,2,0,"RENT",0,10.7851868396407,0,0
"w","debt_consolidation",19.03,249.37,42000,13.71,"Not Verified","D",670,5,0,"RENT",1,10.6454248972655,0,0
"f","debt_consolidation",13.59,135.92,30000,23.24,"Source Verified","C",11341,3,0,"OWN",1,10.3089526606443,1,0
"w","debt_consolidation",16.02,973.15,200000,11.83,"Source Verified","C",23400,1,2,"MORTGAGE",1,12.2060726455302,1,0
"w","debt_consolidation",9.93,80.59,63000,24.99,"Not Verified","B",9788,3,0,"RENT",0,11.0508900053737,0,1
"w","credit_card",10.91,457.75,65000,14.99,"Source Verified","B",11011,0,0,"RENT",1,11.0821425488778,1,1
"w","major_purchase",18.06,813.64,110000,6.39,"Source Verified","D",1198,1,1,"OWN",1,11.6082356447746,1,0
"w","home_improvement",9.44,448.07,140000,22.06,"Not Verified","B",48541,4,0,"OWN",0,11.8493977015914,0,1
"w","debt_consolidation",14.08,855.42,89000,41.76,"Verified","C",14672,3,0,"RENT",1,11.3963916487143,1,0
"w","debt_consolidation",22.91,193.32,65000,12.41,"Not Verified","E",6621,3,0,"RENT",1,11.0821425488778,0,0
"w","debt_consolidation",10.42,259.72,40000,12.36,"Source Verified","B",6357,0,0,"RENT",1,10.5966347330961,1,1
"w","home_improvement",19.03,830.63,80000,0.78,"Source Verified","D",244,3,3,"MORTGAGE",1,11.289781913656,1,0
"w","small_business",13.59,237.86,50000,7.9,"Not Verified","C",1900,1,1,"RENT",0,10.8197782844103,0,0
"w","debt_consolidation",15.05,238.17,45760,12.69,"Source Verified","C",9567,1,0,"MORTGAGE",0,10.7311656260537,1,0
"w","debt_consolidation",19.03,400.39,104000,16.67,"Verified","D",5292,3,0,"MORTGAGE",1,11.5521461781235,1,0
"w","credit_card",7.97,626.46,80000,24.11,"Not Verified","A",21187,2,0,"MORTGAGE",1,11.289781913656,0,1
"w","debt_consolidation",21.45,611.68,60000,10.92,"Source Verified","D",4053,1,0,"RENT",1,11.0020998412042,1,0
"w","debt_consolidation",11.99,266.88,92560,7.1,"Source Verified","B",850,1,0,"MORTGAGE",0,11.4356123618676,1,1
"f","debt_consolidation",9.44,256.04,60000,10.38,"Not Verified","B",10827,0,0,"MORTGAGE",0,11.0020998412042,0,1
"w","debt_consolidation",17.09,171.35,80000,10.35,"Source Verified","D",2156,2,0,"MORTGAGE",1,11.289781913656,1,0
"w","major_purchase",30.17,421.96,39040,17.77,"Source Verified","F",94,3,0,"RENT",1,10.572342040527,1,0
"w","debt_consolidation",9.93,212.13,84000,6.99,"Not Verified","B",5996,0,0,"OWN",0,11.3385720778255,0,1
"w","credit_card",25.82,355.03,42000,48.6,"Verified","E",5768,6,3,"MORTGAGE",0,10.6454248972655,1,0
"w","debt_consolidation",21.45,379.07,29000,27.9,"Verified","D",3744,13,1,"MORTGAGE",1,10.2750511089686,1,0
"w","major_purchase",5.32,180.69,69000,10.91,"Not Verified","A",5517,2,0,"MORTGAGE",0,11.1418617835794,0,1
"w","debt_consolidation",16.02,633.01,150000,6.3,"Not Verified","C",8206,3,0,"OWN",1,11.9183905730784,0,0
"w","debt_consolidation",11.99,1328.39,60000,29.27,"Verified","B",17264,3,0,"OWN",0,11.0020998412042,1,1
"f","credit_card",13.59,169.9,90000,25.21,"Not Verified","C",9161,0,0,"MORTGAGE",1,11.4075649493124,0,0
"f","home_improvement",17.09,142.8,70000,5.16,"Verified","D",485,8,0,"OWN",1,11.1562505210315,1,0
"w","debt_consolidation",21.45,379.07,68727,13.78,"Not Verified","D",7729,3,0,"RENT",0,11.1378974141015,0,0
"w","debt_consolidation",22.91,38.67,55000,35.71,"Source Verified","E",11673,2,3,"OWN",0,10.9150884642146,1,0
"w","debt_consolidation",12.62,234.58,50000,6.63,"Source Verified","C",739,2,0,"RENT",1,10.8197782844103,1,0
"w","debt_consolidation",16.02,973.15,50000,13.95,"Not Verified","C",12083,2,0,"RENT",0,10.8197782844103,0,0
"w","debt_consolidation",24.85,603.56,89164,15.81,"Verified","E",25948,1,0,"OWN",0,11.3982326496608,1,0
"w","debt_consolidation",11.99,531.36,65000,14.19,"Verified","B",20768,0,0,"RENT",0,11.0821425488778,1,1
"f","debt_consolidation",21.45,587.56,105000,17.74,"Not Verified","D",11786,3,0,"MORTGAGE",1,11.5617156291397,0,0
"w","debt_consolidation",17.09,428.38,24756,31.67,"Verified","D",3371,6,0,"MORTGAGE",0,10.1168231628593,1,0
"w","debt_consolidation",15.05,277.52,70000,15.69,"Not Verified","C",5059,6,0,"RENT",0,11.1562505210315,0,0
"w","debt_consolidation",23.88,573.97,21840,16.65,"Not Verified","E",2525,0,0,"MORTGAGE",1,9.99149842985884,0,0
"w","credit_card",17.09,318.74,78000,18.55,"Not Verified","D",5954,2,0,"RENT",0,11.2644641056717,0,0
"w","debt_consolidation",12.62,350.2,50000,19.92,"Source Verified","C",8821,0,0,"OWN",0,10.8197782844103,1,0
"w","credit_card",9.93,322.35,35000,19.07,"Not Verified","B",13886,3,0,"RENT",1,10.4631033404715,0,1
"f","debt_consolidation",19.03,256.7,25189,32.01,"Verified","D",13124,2,0,"RENT",0,10.1341626702657,1,0
"w","debt_consolidation",15.05,476.33,50006,37.45,"Not Verified","C",63723,2,2,"MORTGAGE",1,10.8198982772109,0,0
"w","debt_consolidation",18.06,691.59,82250,30.95,"Verified","D",6489,0,0,"MORTGAGE",1,11.3175186686276,1,0
"w","debt_consolidation",9.44,144.03,67500,1.88,"Not Verified","B",2088,0,0,"MORTGAGE",0,11.1198828768606,0,1
"w","debt_consolidation",13.59,271.84,59000,26.95,"Not Verified","C",20197,0,0,"RENT",1,10.9852927228879,0,0
"w","debt_consolidation",14.08,684.33,80000,28.27,"Source Verified","C",11053,4,0,"MORTGAGE",0,11.289781913656,1,0
"w","credit_card",16.02,510.91,70000,23.8,"Source Verified","C",30629,2,0,"RENT",0,11.1562505210315,1,0
"w","home_improvement",7.21,297.35,232000,12.1,"Not Verified","A",4030,5,0,"MORTGAGE",0,12.3544926506484,0,1
"f","debt_consolidation",17.09,428.38,35000,16.08,"Source Verified","D",1791,3,0,"RENT",0,10.4631033404715,1,0
"w","debt_consolidation",30.94,1503.89,10000,71.19,"Not Verified","G",4590,2,0,"RENT",1,9.21034037197618,0,0
"w","debt_consolidation",15.05,104.07,36000,35.4,"Not Verified","C",7403,4,0,"MORTGAGE",0,10.4912742174382,0,0
"w","debt_consolidation",7.07,927.28,124432,17.05,"Source Verified","A",31163,0,0,"MORTGAGE",0,11.7315146609347,1,1
"w","debt_consolidation",13.59,849.48,145000,9.81,"Source Verified","C",22319,0,0,"MORTGAGE",1,11.8844890214027,1,0
"w","debt_consolidation",12.62,837.79,118000,18.43,"Source Verified","C",14039,6,0,"MORTGAGE",1,11.6784399034478,1,0
"w","credit_card",9.93,424.26,70000,13.53,"Not Verified","B",23151,1,0,"MORTGAGE",0,11.1562505210315,0,1
"w","home_improvement",7.35,465.57,63000,16.86,"Not Verified","A",26853,1,0,"MORTGAGE",0,11.0508900053737,0,1
"w","home_improvement",7.21,130.09,31000,0.97,"Verified","A",173,1,0,"MORTGAGE",0,10.3417424834673,1,1
"w","credit_card",9.93,644.69,45000,12.61,"Source Verified","B",14109,0,0,"OWN",0,10.7144177687525,1,1
"w","credit_card",10.42,162.33,68500,12.58,"Not Verified","B",6066,2,3,"RENT",0,11.1345890242503,0,1
"f","credit_card",26.3,111.24,30000,36.52,"Verified","E",19869,1,0,"OWN",1,10.3089526606443,1,0
"w","debt_consolidation",9.93,209.53,25000,22.56,"Verified","B",424,4,0,"RENT",0,10.1266311038503,1,1
"w","debt_consolidation",26.3,451.78,107500,13.37,"Source Verified","E",10250,3,0,"MORTGAGE",1,11.5852461265499,1,0
"f","debt_consolidation",10.91,326.97,70000,17.47,"Not Verified","B",1569,2,0,"RENT",0,11.1562505210315,0,1
"w","debt_consolidation",16.02,583.89,106000,23.04,"Verified","C",26051,1,0,"MORTGAGE",1,11.5711943730942,1,0
"f","debt_consolidation",21.45,836.79,48000,30.58,"Source Verified","D",27286,2,0,"RENT",0,10.77895628989,1,0
"w","credit_card",9.44,320.05,87000,9.27,"Not Verified","B",12698,1,0,"RENT",1,11.3736633976367,0,1
"w","debt_consolidation",16.02,364.94,69000,34.42,"Not Verified","C",16467,1,0,"MORTGAGE",0,11.1418617835794,0,0
"w","debt_consolidation",7.21,278.76,50000,11,"Not Verified","A",7801,3,0,"RENT",0,10.8197782844103,0,1
"f","debt_consolidation",17.09,622.03,60000,34.26,"Verified","D",9637,3,0,"MORTGAGE",0,11.0020998412042,1,0
"w","home_improvement",11.99,199.26,122500,14.07,"Not Verified","B",27850,3,0,"MORTGAGE",0,11.7158663089669,0,1
"w","home_improvement",28.72,659.85,55000,5.13,"Verified","F",7335,4,0,"RENT",1,10.9150884642146,1,0
"w","credit_card",17.09,249.89,56000,9.62,"Verified","D",8722,0,0,"MORTGAGE",1,10.9331069697173,1,0
"w","debt_consolidation",12.62,360.95,80000,10.83,"Not Verified","C",12843,2,0,"MORTGAGE",0,11.289781913656,0,0
"w","credit_card",12.62,248.15,28000,13.16,"Verified","C",11703,3,0,"MORTGAGE",1,10.2399597891573,1,0
"w","home_improvement",9.44,160.03,125000,10.96,"Not Verified","B",12106,6,0,"MORTGAGE",1,11.7360690162844,0,1
"w","home_improvement",15.05,520.35,55000,4.3,"Verified","C",3071,3,0,"OWN",1,10.9150884642146,1,0
"w","debt_consolidation",15.05,1040.7,140000,14.47,"Not Verified","C",11143,3,6,"OWN",1,11.8493977015914,0,0
"w","home_improvement",10.42,536.36,50000,27.96,"Source Verified","B",6040,2,1,"MORTGAGE",1,10.8197782844103,1,1
"w","debt_consolidation",7.97,140.96,70000,17.54,"Not Verified","A",32067,2,0,"MORTGAGE",1,11.1562505210315,0,1
"w","debt_consolidation",23.88,688.77,85666,20.86,"Source Verified","E",21022,3,0,"MORTGAGE",1,11.3582112930778,1,0
