newacct_no,tenure,effc_strt_date,effc_end_date,contract_month,ce_expiry,secured_revenue,bandwidth,term_reas_code,complaint_cnt,with_phone_service,churn
91733485.001.000081719,14,2018-12-07,2020-06-12,24,10,656,100M,0,0,1,0
90240581.001.000073655,43,2019-05-29,2021-05-28,24,16,6183,BELOW 10M,0,0,1,0
93508950.001.000091206,3,2018-10-02,2020-01-10,24,8,238,100M,0,0,1,0
95431961.001.000086318,10,2019-11-04,2021-03-11,24,21,198,100M,0,0,0,0
90727439.001.000033674,114,2019-05-11,2021-10-05,24,15,178,30M,0,0,1,0
95000873.001.000081654,14,2016-12-09,2018-08-12,24,-20,208,10M,0,0,0,1
95142519.001.000083009,25,2019-04-03,2021-02-04,24,14,844,100M (FTTO),0,0,0,0
95260261.001.000084211,21,2017-06-27,2019-06-26,24,-7,140,100M,0,0,0,1
95436507.001.000086351,25,2019-12-06,2021-05-12,24,22,775,100M,0,0,0,0
94870227.001.000079888,25,2018-08-16,2020-08-15,24,6,790,100M,0,0,0,0
90504929.001.000030893,123,2019-03-22,2021-03-21,24,13,466,100M,0,0,1,0
95258711.001.000084184,14,2017-07-05,2019-04-07,24,-7,163,10M,0,0,0,1
95932661.001.000091765,14,2018-11-12,2020-11-11,24,9,159,100M,0,0,0,0
94880598.001.000080048,21,2016-08-10,2019-09-08,36,-9,288,100M,0,0,0,1
93627289.001.000062291,84,2018-08-07,2020-06-08,24,6,398,100M,0,0,1,0
91430546.001.000051392,101,2020-01-24,2022-01-23,24,23,1512,10M,0,0,1,0
95483087.001.000086961,5,2017-12-18,2019-12-17,24,-2,220,100M,0,0,0,1
92076686.001.000056184,93,2019-01-11,2021-10-01,24,11,150,10M,0,0,0,0
93408128.001.000061134,90,2018-05-17,2020-05-16,24,3,118,10M,0,0,0,0
94687472.001.000076999,29,2020-01-08,2022-07-01,24,23,140,100M,0,0,0,0
90123043.001.000045881,98,2019-12-01,2021-11-30,24,22,213,30M,0,0,1,0
95264578.001.000084251,11,2017-06-28,2019-06-27,24,-7,178,100M,0,0,0,1
78744612.002.000070281,62,2019-09-14,2021-09-13,24,19,261,100M,0,0,1,0
74217258.002.000055831,95,2019-03-24,2021-03-23,24,13,262,100M (FTTO),0,0,1,0
75916957.001.000024671,134,2019-03-04,2021-03-03,24,13,666,100M,0,0,1,0
94359627.001.000072177,50,2019-11-16,2023-01-15,38,35,178,100M,0,0,0,0
91730002.001.000054393,86,2018-04-16,2020-10-15,30,8,302,10M,0,1,1,0
94238862.001.000070042,55,2018-04-11,2020-10-04,24,2,140,100M,0,0,1,0
75379172.001.000021723,132,2019-01-06,2022-05-01,36,23,136,10M,0,0,1,0
94903887.001.000080355,21,2018-08-26,2020-08-25,24,6,288,100M (FTTO),0,0,0,0
93518140.001.000061940,76,2018-05-27,2020-05-26,24,4,128,100M,0,0,0,0
90794017.002.000055663,108,2018-12-15,2020-12-14,24,10,140,100M,0,0,1,0
94491941.001.000074055,40,2019-08-14,2021-08-13,24,18,250,100M,0,1,0,0
74156647.001.000015599,151,2019-03-31,2021-03-30,24,14,315,100M,0,0,1,0
93682888.001.000076073,35,2019-11-06,2021-05-11,24,21,2330,50M,0,0,1,0
75774042.001.000023976,142,2019-04-01,2021-03-31,24,14,163,100M,0,0,1,0
93600468.001.000062152,82,2018-09-01,2020-08-31,24,7,222,100M (FTTO),0,0,1,0
93630986.001.000062308,70,2018-11-17,2020-11-16,24,9,148,10M,0,0,1,0
93727857.001.000083038,19,2019-03-27,2021-03-26,24,14,164,100M,0,0,1,0
95110896.001.000082642,20,2019-03-02,2021-01-03,24,13,90,100M (FTTO),0,0,0,0
94415304.001.000073057,36,2019-03-28,2021-03-27,24,14,188,100M (FTTO),0,0,0,0
94411667.001.000078008,22,2018-09-01,2018-10-31,2,-15,1782,100M,0,0,0,1
95318127.001.000084800,7,2019-08-07,2021-06-08,24,18,90,100M (FTTO),0,0,0,0
95680930.001.000089308,15,2018-06-23,2020-06-22,24,4,180,100M (FTTO),0,0,0,0
91382853.002.000064367,80,2019-03-06,2021-05-03,24,13,300,100M,0,0,1,0
95700365.001.000089471,17,2018-06-25,2020-06-24,24,4,138,100M (FTTO),0,0,0,0
75146522.001.000090017,15,2018-07-18,2020-07-17,24,5,198,100M,0,0,1,0
75947358.001.000024827,131,2018-10-03,2020-02-10,24,8,6018,100M,0,0,0,0
92738640.002.000072371,58,2019-01-30,2021-01-29,24,12,198,100M,0,0,1,0
91540179.001.000052831,99,2018-07-18,2020-07-17,24,5,140,100M,0,0,0,0
91995878.001.000055738,99,2017-04-08,2020-07-04,36,2,178,100M (FTTO),0,0,1,0
75337980.001.000021497,133,2017-02-28,2019-02-27,24,-11,163,10M,0,0,0,1
95673679.001.000089191,16,2018-06-21,2020-06-20,24,4,650,10M,0,0,0,0
74139023.002.000071598,55,2018-02-28,2020-11-29,33,10,200,100M,0,0,1,0
74208729.001.000066586,62,2019-08-01,2021-07-31,24,18,515,100M,0,0,1,0
72258718.001.000008463,186,2018-10-29,2020-10-28,24,9,188,100M,0,0,0,0
94667458.001.000076648,41,2015-12-18,2017-12-17,24,-26,1598,1000M (FTTO),0,0,0,0
94435302.001.000073328,42,2019-05-01,2021-04-30,24,15,198,100M,0,0,0,0
94111507.001.000083446,26,2019-05-13,2021-12-05,24,15,110,100M (FTTO),0,0,0,0
75611707.002.000062480,87,2018-12-05,2020-04-12,24,10,302,100M,0,0,0,0
76876036.001.000026557,122,2018-05-06,2019-05-05,12,-9,199,100M,0,0,0,1
94462637.001.000073688,46,2019-05-29,2021-05-28,24,16,180,100M,0,0,0,0
74687807.001.000079683,32,2018-06-28,2020-06-27,24,5,124,100M,0,0,0,0
73027708.001.000083601,26,2019-02-01,2021-01-31,24,12,2163,100M,0,0,0,0
94706934.001.000077393,29,2020-01-30,2022-01-29,24,24,202,100M,0,0,0,0
95024014.002.000087207,4,2020-01-29,2022-01-28,24,24,248,100M (FTTO),0,0,0,0
92070150.001.000056133,99,2018-05-03,2021-02-02,33,12,169,100M (FTTO),0,0,1,0
75959254.001.000024894,120,2019-08-01,2021-07-31,24,18,160,10M,0,0,1,0
94007994.001.000067042,74,2019-12-01,2021-11-30,24,22,148,10M,0,0,0,0
94904273.001.000080361,39,2018-09-14,2021-10-13,37,20,1980,100M (FTTO),0,0,0,0
74763582.002.000077853,27,2018-04-18,2020-04-17,24,2,180,100M (FTTO),0,0,1,0
95913083.001.000091609,5,2018-10-29,2021-10-28,36,21,100,100M,0,0,0,0
94168598.001.000069091,59,2018-04-01,2020-05-31,26,4,140,100M,0,0,1,0
95079059.001.000082363,26,2019-03-29,2021-03-28,24,14,110,100M,0,0,0,0
94537594.001.000074609,42,2019-07-22,2021-08-21,25,18,248,30M,0,0,0,0
91479345.001.000052179,115,2018-03-02,2020-01-03,24,1,146,100M,0,0,0,0
94747102.001.000078045,30,2018-03-24,2020-03-23,24,1,110,100M,0,0,0,0
93849149.001.000064505,76,2018-03-08,2020-07-03,24,1,268,100M,0,0,1,0
73075608.001.000011177,168,2019-06-30,2021-06-29,24,17,580,BELOW 10M,0,0,0,0
94508959.001.000074251,42,2019-09-01,2021-08-31,24,19,248,100M (FTTO),0,0,0,0
94170784.001.000069126,51,2018-04-15,2020-04-14,24,2,160,100M,0,0,1,0
74297334.001.000074664,51,2019-10-07,2021-06-10,24,20,10750,1000M (FTTO),0,0,0,0
72528359.001.000059218,84,2019-02-15,2021-02-14,24,12,823,100M (FTTO),0,0,0,0
75961847.001.000024912,123,2019-05-07,2021-06-07,26,17,172,100M,0,0,0,0
94954823.001.000090274,13,2018-08-06,2020-05-08,24,6,336,100M,0,0,0,0
93790152.001.000063688,70,2018-12-28,2020-12-27,24,11,342,100M,0,0,1,0
93072015.002.000083790,16,2017-05-22,2019-05-21,24,-9,90,100M,0,0,1,1
94857711.001.000079728,39,2018-07-14,2020-07-13,24,5,90,100M,0,0,0,0
75338616.001.000021502,153,2018-11-29,2021-02-27,27,13,282,100M,0,0,0,0
95576443.001.000087900,3,2018-03-08,2020-07-03,24,1,168,100M,0,0,0,0
75942086.001.000024790,125,2015-08-30,2017-08-29,24,-29,198,30M,0,0,0,0
94151636.001.000068817,47,2018-03-24,2020-03-23,24,1,198,100M,0,0,1,0
90848904.002.000053259,112,2018-04-01,2020-03-31,24,2,222,30M,0,0,1,0
95886958.001.000091395,9,2019-02-28,2021-02-27,24,13,680,100M,0,0,0,0
94730629.002.000082016,23,2019-01-24,2021-01-23,24,11,90,100M,0,0,0,0
72028434.001.000007525,170,2019-09-29,2021-09-28,24,20,354,100M,0,0,0,0
91906099.001.000055277,109,2018-11-01,2020-10-31,24,9,196,30M,0,0,1,0
73139743.001.000011365,169,2019-09-01,2021-08-31,24,19,178,30M,0,0,1,0
94080298.001.000089166,14,2018-07-03,2020-02-07,24,5,411,100M,0,0,0,0
94689775.001.000077051,36,2016-01-15,2018-01-14,24,-25,114,100M,0,0,0,1
94116357.001.000068318,52,2019-11-01,2021-10-31,24,21,304,100M,0,0,1,0
90641390.001.000083815,21,2019-05-25,2021-05-24,24,15,358,100M,0,0,1,0
95105649.001.000087841,2,2019-03-06,2021-05-03,24,13,2300,100M (FTTO),0,0,0,0
92250489.001.000056852,93,2017-04-01,2019-03-31,24,-10,215,10M,0,0,0,1
93530517.001.000061805,77,2018-09-18,2020-09-17,24,7,175,10M,0,0,1,0
93686970.004.000080924,24,2019-11-03,2020-02-11,12,9,185,10M,0,0,0,0
94246592.001.000070151,48,2018-06-01,2020-05-31,24,4,140,100M,0,0,1,0
94116274.001.000068291,57,2018-02-05,2020-04-02,24,0,140,100M,0,0,0,0
90507617.001.000030927,128,2019-03-26,2021-03-25,24,13,95,100M,0,1,0,0
91154054.001.000050315,97,2016-05-17,2019-12-16,43,-2,2177,100M,0,0,1,0
95810651.001.000090739,4,2018-09-17,2020-09-16,24,7,118,100M,0,0,0,0
74098260.001.000015364,165,2019-03-09,2021-08-03,24,13,430,100M (FTTO),0,0,0,0
72972888.001.000010868,172,2019-03-10,2021-09-03,24,13,2800,500M (FTTO),0,0,1,0
91112334.001.000044704,117,2019-06-23,2021-06-22,24,16,128,100M,0,0,1,0
93765709.001.000063336,59,2019-03-02,2021-01-03,24,13,248,100M,0,0,0,0
94511557.001.000086484,16,2017-11-29,2019-11-28,24,-2,319,100M (FTTO),0,0,0,1
93787273.001.000072292,57,2018-12-27,2020-12-26,24,11,304,100M,0,0,0,0
75708610.001.000089971,4,2018-08-16,2020-08-15,24,6,130,100M,0,0,1,0
91818609.001.000054783,92,2018-12-24,2020-12-23,24,10,140,100M,0,0,1,0
93945632.001.000066203,64,2019-11-28,2021-11-27,24,22,140,100M,0,0,1,0
71210181.001.000004418,184,2019-03-05,2021-04-03,24,13,168,10M,0,0,1,0
72927106.001.000010729,161,2019-04-13,2021-12-04,24,14,181,100M,0,0,0,0
93148690.001.000060121,81,2020-01-11,2022-10-01,24,23,248,100M,0,0,1,0
73377137.001.000012132,168,2018-12-31,2020-12-30,24,11,90,100M,0,0,0,0
73291460.001.000011837,166,2018-10-21,2020-10-20,24,8,385,30M,0,0,0,0
95443529.001.000086467,2,2017-11-21,2019-11-20,24,-3,141,100M,0,0,0,0
93789626.003.000077917,25,2016-05-26,2019-05-25,36,-9,4590,100M,0,0,0,1
90514530.001.000031138,114,2018-11-08,2020-07-11,24,9,198,100M,0,0,1,0
95783098.001.000090469,1,2018-08-25,2020-08-24,24,6,248,100M,0,0,0,0
96242540.001.000094593,4,2019-06-13,2021-12-06,24,16,150,10M,0,0,0,0
93573004.001.000088926,11,2020-02-01,2022-05-31,28,28,960,10M,0,0,1,0
75680801.001.000023357,137,2011-08-17,2013-08-16,24,-78,350,10M,0,0,0,0
94144193.001.000068688,52,2018-03-01,2020-02-29,24,1,140,100M,0,0,1,0
93892982.001.000065160,57,2019-05-08,2021-07-05,24,15,258,100M,0,0,1,0
94706033.001.000077383,32,2018-02-27,2020-02-26,24,1,168,100M,0,0,0,0
78430626.002.000043004,106,2019-07-01,2021-06-30,24,17,151,30M,0,0,0,0
92091875.001.000056256,100,2018-02-01,2020-01-31,24,0,498,100M,0,0,1,0
95331922.001.000085248,18,2017-09-05,2019-04-09,24,-5,316,100M,0,0,0,1
95029880.001.000081900,20,2018-12-29,2020-12-28,24,11,3500,1000M (FTTO),0,0,0,0
95583084.001.000088009,8,2018-04-11,2020-10-04,24,2,0,100M (FTTO),0,0,0,0
91147652.001.000084335,9,2019-07-26,2021-07-25,24,17,250,100M,0,0,0,0
92015544.001.000055866,87,2017-03-03,2020-02-03,36,1,175,100M,0,0,1,0
95198891.001.000083563,19,2017-05-25,2020-05-24,36,-9,280,500M (FTTO),0,0,0,1
75434589.001.000021993,132,2019-02-09,2021-08-02,24,12,163,10M,0,0,1,0
92303205.001.000057127,85,2019-03-31,2021-03-30,24,14,897,10M,0,0,0,0
91349282.001.000050142,117,2018-04-01,2020-03-31,24,2,198,30M,0,0,0,0
95200135.001.000083591,19,2017-05-09,2019-08-05,24,-9,198,100M,0,0,0,0
94420908.001.000073153,44,2019-05-01,2020-04-30,12,3,160,30M,0,0,0,0
94146495.001.000068721,59,2018-03-01,2020-02-29,24,1,208,100M,0,0,1,0
95348561.001.000085385,5,2017-09-08,2020-07-09,36,7,178,100M,0,0,0,0
94437241.001.000073368,37,2019-05-08,2021-07-05,24,15,163,10M,0,0,0,0
95973103.001.000092111,7,2018-12-04,2020-03-12,24,10,128,100M,0,0,0,0
91993006.002.000061797,81,2018-12-01,2020-11-30,24,10,368,100M,0,0,1,0
75952820.005.000091241,15,2018-09-26,2020-09-25,24,7,900,1000M (FTTO),0,0,0,0
92461540.001.000057750,92,2019-06-13,2021-12-06,24,16,163,30M,0,0,1,0
95358081.002.000085455,21,2017-10-27,2019-10-26,24,-3,198,100M (FTTO),0,0,0,1
95535183.001.000087437,13,2018-03-24,2020-03-23,24,1,148,100M,0,0,0,0
95987699.001.000092212,11,2018-12-20,2020-12-19,24,10,148,100M (FTTO),0,0,0,0
90374489.001.000030112,109,2017-01-16,2019-01-15,24,-13,178,100M,0,0,0,1
75419226.001.000071898,49,2019-03-14,2021-03-13,24,13,198,100M,0,0,1,0
90831256.004.000042008,106,2019-10-18,2021-10-17,24,20,600,100M,0,0,1,0
94769940.001.000078397,37,2018-05-13,2020-12-05,24,3,140,100M (FTTO),0,0,0,0
95399598.001.000085893,9,2017-10-12,2019-11-10,24,-4,198,100M,0,0,0,1
91340711.001.000050023,107,2018-02-01,2020-03-31,26,2,135,100M,0,0,1,0
95172839.001.000083317,18,2019-04-19,2021-04-18,24,14,178,100M (FTTO),0,0,0,0
95626339.001.000088467,18,2018-04-30,2020-04-29,24,3,120,100M,0,0,0,0
95055414.001.000082122,21,2019-01-12,2021-11-01,24,11,140,100M,0,0,0,0
95612628.001.000088310,9,2018-04-10,2020-09-04,24,2,112,100M,0,0,0,0
93780906.001.000063561,66,2019-02-06,2021-05-02,24,12,290,100M,0,0,1,0
72338692.001.000008862,182,2018-10-14,2020-10-13,24,8,198,100M (FTTO),0,0,0,0
93497949.001.000088719,8,2018-05-17,2020-05-16,24,3,568,100M,0,0,1,0
94217296.001.000069779,54,2018-08-09,2020-08-08,24,6,124,100M,0,1,0,0
72033418.001.000059410,85,2018-05-16,2021-05-15,36,15,2800,30M,0,0,0,0
90742180.001.000034043,124,2019-05-22,2021-05-21,24,15,399,100M,0,0,0,0
73581654.001.000078473,39,2018-05-07,2020-06-05,24,3,576,100M,0,0,0,0
93625176.001.000062280,78,2018-08-16,2020-08-15,24,6,238,100M,0,0,1,0
79012290.001.000028048,114,2018-09-12,2020-11-09,24,7,514,100M,0,0,0,0
94539871.001.000074677,31,2018-06-30,2020-09-29,27,8,719,10M,0,0,0,0
94659653.001.000076523,25,2018-09-27,2021-12-26,39,23,290,100M,0,0,0,0
91406793.001.000051105,101,2018-05-29,2020-05-28,24,4,226,100M,0,0,1,0
95627469.001.000088483,9,2018-12-13,2020-12-12,24,10,158,100M,0,0,0,0
93248276.001.000060394,89,2018-04-01,2020-03-31,24,2,450,100M (FTTO),0,0,0,0
91083048.001.000044412,111,2018-04-21,2020-04-20,24,2,188,100M,0,0,1,0
72820939.001.000010466,185,2019-10-01,2021-09-30,24,20,145,100M,0,0,0,0
74644980.001.000018013,152,2018-02-26,2020-02-25,24,0,175,100M,0,0,1,0
95370078.001.000085556,8,2019-10-21,2021-10-20,24,20,108,100M,0,0,0,0
94851813.001.000079608,39,2018-08-09,2020-08-08,24,6,300,100M,0,0,0,0
91906008.001.000055272,99,2018-11-06,2020-05-11,24,9,288,100M (FTTO),0,0,1,0
92331677.001.000057210,81,2019-05-09,2021-08-05,24,15,358,100M,0,0,1,0
71855464.001.000006685,176,2019-01-17,2021-01-16,24,11,350,100M,0,0,0,0
93375582.001.000061010,77,2019-04-10,2021-09-04,24,14,205,30M,0,0,0,0
90490194.001.000030792,113,2018-07-10,2020-09-07,24,5,541,30M,0,0,1,0
94155603.001.000073116,51,2019-04-01,2021-03-31,24,14,248,100M,0,0,0,0
94712684.001.000077487,41,2019-11-27,2021-11-26,24,22,230,100M,0,0,0,0
95627295.001.000088478,9,2018-04-23,2020-04-22,24,2,140,100M,0,0,0,0
92571363.001.000058539,86,2019-08-21,2021-08-20,24,18,300,30M,0,0,1,0
74051855.001.000015151,157,2019-08-30,2021-08-29,24,19,228,10M,0,0,1,0
94793916.001.000078712,25,2016-05-12,2018-11-05,24,-21,636,100M,0,0,0,1
90988205.001.000041596,120,2019-06-26,2021-06-25,24,16,1210,100M (FTTO),0,0,1,0
90028127.001.000030147,111,2019-06-24,2021-07-23,25,17,130,30M,0,0,1,0
75787515.001.000024030,126,2017-12-01,2019-11-30,24,-2,260,BELOW 10M,0,0,0,1
95253225.002.000084440,11,2017-08-02,2020-01-08,36,6,298,100M,0,0,0,0
94276813.001.000070541,51,2018-09-01,2020-09-30,25,8,215,100M,0,0,1,0
95810453.001.000090736,3,2018-09-03,2020-02-09,24,7,168,100M,0,0,0,0
91049494.001.000042991,118,2019-11-03,2021-02-11,24,21,165,100M,0,0,1,0
93294411.001.000060626,90,2018-04-22,2020-04-21,24,2,268,100M (FTTO),0,0,1,0
95136594.003.000086716,20,2017-12-20,2020-12-19,36,10,350,300M (FTTO),0,0,0,0
75119917.001.000020368,153,2019-06-21,2021-06-20,24,16,228,100M (FTTO),0,0,0,0
90532953.001.000031281,122,2019-01-07,2021-06-01,24,11,345,100M,0,0,0,0
75250571.001.000077991,36,2018-03-30,2020-03-29,24,2,300,100M,0,0,1,0
95334033.001.000085276,16,2019-08-18,2021-08-17,24,18,90,100M,0,0,0,0
95712535.001.000089572,18,2018-07-06,2020-05-07,24,5,95,100M (FTTO),0,0,0,0
95096327.001.000083330,21,2019-05-10,2021-09-05,24,15,340,300M (FTTO),0,0,0,0
75752261.001.000023843,146,2019-03-26,2021-03-25,24,13,148,100M,0,0,1,0
94616240.001.000075779,37,2017-11-23,2019-11-22,24,-3,214,100M,0,0,0,1
94981180.001.000081437,26,2018-11-15,2020-11-14,24,9,122,100M (FTTO),0,0,0,0
93491454.001.000061570,83,2018-09-20,2020-09-19,24,7,220,300M (FTTO),0,0,1,0
75376004.002.000082429,16,2019-03-02,2021-01-03,24,13,280,100M,0,0,1,0
94646635.001.000076322,34,2019-11-27,2021-11-26,24,22,188,50M,0,0,0,0
93421865.001.000061205,79,2019-09-01,2022-05-31,33,28,160,100M,0,0,1,0
96251269.001.000094313,7,2019-05-31,2021-05-30,24,16,2000,100M,0,0,0,0
78991726.003.000052567,104,2018-06-12,2020-11-06,24,4,198,100M,0,0,1,0
94456472.001.000073604,55,2019-06-01,2021-05-31,24,16,248,100M (FTTO),0,0,0,0
95168399.002.000083379,26,2017-05-20,2020-05-19,36,3,328,100M,0,0,0,0
95066080.001.000082220,31,2019-02-03,2021-02-02,24,12,178,100M,0,0,0,0
94381613.001.000072504,38,2018-09-01,2021-02-28,30,13,198,100M (FTTO),0,0,1,0
90133133.001.000028689,122,2018-08-01,2020-07-31,24,6,150,100M,0,0,1,0
76088582.001.000025535,131,2019-03-29,2021-03-28,24,14,138,10M,0,0,1,0
76005214.001.000025171,124,2019-02-11,2021-10-02,24,12,198,30M,0,1,1,0
91754143.002.000059929,82,2018-08-01,2020-07-31,24,6,188,100M,0,0,1,0
94552221.001.000074841,39,2019-09-14,2021-09-13,24,19,312,100M (FTTO),0,0,0,0
91718650.001.000054348,105,2018-11-05,2020-04-11,24,9,212,100M,0,0,1,0
93290104.001.000060611,74,2018-02-01,2021-10-31,45,21,227,100M,0,0,1,0
91594010.001.000053729,96,2016-07-01,2018-06-30,24,-19,2450,30M,1,0,0,1
94445996.001.000073460,55,2019-05-01,2021-04-30,24,15,356,100M,0,0,0,0
71844666.001.000006621,180,2013-12-14,2015-12-13,24,-50,200,30M,0,0,1,1
95770699.001.000090319,11,2018-08-03,2020-02-08,24,6,300,100M,0,0,0,0
74890385.001.000019183,145,2019-11-04,2021-03-11,24,21,140,100M (FTTO),0,0,0,0
95066817.001.000082228,19,2019-02-15,2021-02-14,24,12,90,100M,0,0,0,0
94266467.001.000070415,50,2018-08-27,2020-08-26,24,7,303,100M,0,0,1,0
90239757.001.000029380,109,2019-01-12,2021-11-01,24,11,408,100M (FTTO),0,0,1,0
91658328.001.000054094,108,2018-08-13,2020-12-08,24,6,220,100M,0,0,1,0
94066164.001.000067724,54,2019-12-23,2021-12-22,24,22,220,300M (FTTO),0,0,1,0
94843752.001.000079499,40,2018-07-01,2020-06-30,24,5,180,100M,0,0,0,0
90784570.002.000066373,63,2019-11-30,2021-11-29,24,22,136,10M,0,0,1,0
94436243.001.000073421,33,2018-11-05,2021-04-05,30,15,203,100M,0,0,0,0
95798492.001.000090601,2,2018-08-30,2020-08-29,24,7,243,100M (FTTO),0,0,0,0
94713104.001.000077498,45,2018-02-11,2020-10-02,24,0,208,100M,0,0,0,0
93909950.001.000065443,65,2017-05-29,2019-05-28,24,-8,190,30M,0,0,0,1
90505637.001.000030901,114,2017-11-25,2020-11-24,36,9,147,100M,0,0,1,0
72343957.001.000008895,175,2019-03-26,2021-03-25,24,13,198,100M,0,0,1,0
91057331.002.000063431,83,2018-11-29,2020-11-28,24,10,128,30M,0,0,0,0
92988203.001.000059615,80,2019-12-15,2021-12-14,24,22,160,100M,0,0,1,0
94835501.001.000079365,27,2016-06-28,2018-06-27,24,-26,178,100M (FTTO),0,0,0,1
94252160.001.000070491,56,2018-09-05,2020-04-09,24,7,436,100M,0,0,1,0
75142588.001.000044005,109,2017-10-04,2020-03-10,36,8,496,10M,0,0,0,0
95899142.001.000091522,6,2018-10-22,2020-10-21,24,8,248,100M,0,0,0,0
95058921.003.000091853,1,2018-11-20,2020-11-19,24,9,248,300M (FTTO),0,0,0,0
73896565.004.000064880,74,2019-04-23,2021-04-22,24,14,147,10M,0,0,1,0
74701343.001.000018336,151,2012-01-10,2014-09-01,24,-73,124,100M,0,0,1,1
74832940.002.000090672,15,2018-08-25,2020-08-24,24,6,480,1000M (FTTO),0,0,1,0
90133265.001.000076087,38,2019-09-11,2021-10-09,24,19,163,100M (FTTO),0,0,1,0
74767849.001.000071203,39,2018-07-20,2020-07-19,24,5,190,100M (FTTO),0,0,0,0
75614461.001.000092377,8,2018-12-21,2020-12-20,24,10,155,100M,0,0,1,0
94579810.001.000075199,35,2019-09-25,2021-09-24,24,19,200,100M,0,0,0,0
90547472.001.000031621,128,2018-02-01,2020-01-31,24,0,140,100M (FTTO),0,0,1,0
91049650.001.000043000,121,2019-05-29,2021-05-28,24,16,198,100M,0,0,0,0
92101005.001.000056316,107,2019-01-06,2021-05-01,24,11,358,1000M (FTTO),0,0,0,0
94842010.001.000079477,22,2016-06-24,2018-06-23,24,-20,252,100M,0,0,0,1
71539563.019.000090488,2,2018-09-11,2020-10-09,24,7,160,30M,0,0,0,0
95411369.001.000085989,21,2019-10-01,2021-09-30,24,20,180,100M (FTTO),0,0,0,0
75632323.008.000086575,18,2017-11-28,2020-11-27,36,10,440,500M (FTTO),0,0,0,0
94347713.001.000071959,58,2019-02-22,2022-02-21,36,24,202,100M,0,0,1,0
95454146.001.000086623,8,2019-12-01,2021-11-30,24,22,385,100M,0,0,0,0
95323168.001.000084863,29,2019-08-19,2021-08-18,24,18,188,1000M (FTTO),0,0,0,0
77068211.001.000026716,135,2018-08-12,2019-11-08,12,-6,298,100M,0,1,1,1
94143484.001.000068670,67,2018-05-17,2020-05-16,24,3,130,30M,0,0,1,0
95859708.001.000091184,9,2018-09-26,2020-09-25,24,7,140,100M,0,0,0,0
94553633.001.000074854,32,2019-09-01,2021-08-31,24,19,204,100M (FTTO),0,0,0,0
90773086.001.000035167,106,2018-07-23,2020-07-22,24,5,140,100M,0,0,1,0
74172545.005.000081725,20,2018-12-13,2020-12-12,24,10,804,30M,0,0,1,0
95103040.001.000082568,16,2019-02-24,2021-02-23,24,12,140,100M,0,0,0,0
94387255.001.000072552,36,2019-02-09,2021-08-02,24,12,248,30M,0,0,0,0
94200409.002.000074467,42,2015-07-28,2018-01-27,30,-24,310,100M,0,0,0,0
92250638.002.000064460,71,2017-03-15,2019-03-14,24,-11,178,100M,0,0,0,1
91979831.001.000055652,85,2018-12-01,2020-11-30,24,10,402,100M,0,0,1,0
95036281.001.000087116,6,2020-01-19,2022-01-18,24,23,5363,100M (FTTO),0,0,0,0
72678436.001.000081912,27,2019-02-23,2021-02-22,24,12,1505,300M (FTTO),0,2,1,0
74206962.001.000015862,157,2018-09-01,2020-08-31,24,7,270,10M,0,0,0,0
94879046.001.000080013,30,2018-08-02,2020-01-08,24,6,90,100M,0,0,0,0
96010350.001.000092417,5,2018-12-31,2020-12-30,24,11,188,1000M (FTTO),0,0,0,0
93526291.001.000061770,85,2018-06-01,2020-05-31,24,4,140,100M,0,0,1,0
94870284.001.000079905,33,2018-08-12,2020-11-08,24,6,338,100M (FTTO),0,0,0,0
75655613.002.000030979,118,2018-08-01,2020-07-31,24,6,2580,10M,0,0,1,0
93614709.001.000062223,77,2018-08-07,2020-06-08,24,6,150,100M,0,0,0,0
94428596.001.000073224,46,2017-05-04,2019-03-05,24,-9,188,100M,0,0,0,1
95973251.001.000092114,0,2019-04-29,2021-04-28,24,15,0,100M (FTTO),0,0,0,0
94472354.002.000088732,16,2018-05-19,2020-05-18,24,3,138,100M,0,0,0,0
94578606.001.000075177,33,2018-11-12,2021-11-10,35,20,136,10M,0,0,0,0
94897964.001.000080299,36,2018-08-21,2020-08-20,24,6,140,100M (FTTO),0,0,0,0
94921731.001.000080643,25,2018-10-13,2020-12-10,24,8,627,100M (FTTO),0,0,0,0
92235100.001.000056786,99,2019-02-01,2021-02-28,25,13,158,100M (FTTO),0,0,1,0
95011144.001.000081733,25,2017-12-13,2020-12-12,36,10,611,100M (FTTO),0,0,0,0
93842870.005.000081426,35,2019-03-29,2020-03-28,12,2,3846,1000M (FTTO),0,0,1,0
91229104.001.000046934,102,2019-09-17,2021-09-16,24,19,140,100M,0,0,0,0
94565512.001.000074959,49,2018-09-28,2021-09-27,36,20,198,100M,0,0,0,0
96019252.001.000092504,3,2019-01-30,2021-01-29,24,12,198,100M (FTTO),0,0,0,0
93042752.001.000065867,72,2018-07-05,2020-04-07,24,5,1378,100M (FTTO),0,0,1,0
90137985.001.000028724,121,2018-06-16,2020-06-15,24,4,408,100M,0,0,1,0
95200390.001.000083604,18,2017-06-12,2019-11-12,30,-15,148,100M,1,0,0,1
93624500.001.000062273,67,2019-03-19,2021-03-18,24,13,163,10M,0,0,1,0
70997754.001.000003681,199,2018-12-16,2020-12-15,24,10,288,100M,0,0,0,0
94069853.001.000086674,2,2019-12-04,2021-03-12,24,22,180,100M,0,0,1,0
